prompt_id,probe_id,scenario,category,query_id,target_id,max_similarity,top1_top2_margin,top1_id
toptee_q01_s01,toptee_q01,in_domain,toptee,B008BT599E,B008DO6OFK,0.3358194828033447,0.003357410430908203,B00751217C
toptee_q01_s02,toptee_q01,paraphrase,toptee,B008BT599E,B008DO6OFK,0.34979379177093506,0.010033488273620605,B001KWHF28
toptee_q01_s03,toptee_q01,identity,toptee,B008BT599E,B008DO6OFK,0.2681422233581543,0.011493951082229614,B000RQO9S6
toptee_q01_s04,toptee_q01,contradiction,toptee,B008BT599E,B008DO6OFK,0.29621535539627075,0.03203195333480835,B0081FQDV6
toptee_q01_s05,toptee_q01,ood,toptee,B008BT599E,B008DO6OFK,0.2632891535758972,0.015591412782669067,B000RQO9S6
toptee_q01_s06,toptee_q01,unsatisfiable,toptee,B008BT599E,B008DO6OFK,0.25470179319381714,0.0031519830226898193,B0080QK0HE
toptee_q02_s01,toptee_q02,in_domain,toptee,B00BB9UBNU,B005LCCOI8,0.41002994775772095,0.014180898666381836,B00EYYEYAA
toptee_q02_s02,toptee_q02,paraphrase,toptee,B00BB9UBNU,B005LCCOI8,0.4076082706451416,0.002731531858444214,B00EYYEYAA
toptee_q02_s03,toptee_q02,identity,toptee,B00BB9UBNU,B005LCCOI8,0.2434156835079193,0.01510670781135559,B00AO4NAN6
toptee_q02_s04,toptee_q02,contradiction,toptee,B00BB9UBNU,B005LCCOI8,0.36438846588134766,0.010602176189422607,B004I5A7RY
toptee_q02_s05,toptee_q02,ood,toptee,B00BB9UBNU,B005LCCOI8,0.30187496542930603,0.0153522789478302,B0052XIUXO
toptee_q02_s06,toptee_q02,unsatisfiable,toptee,B00BB9UBNU,B005LCCOI8,0.27244728803634644,0.013934016227722168,B004LWZMHO
toptee_q03_s01,toptee_q03,in_domain,toptee,B00BF6VD2M,B00COYDU9I,0.3372226059436798,0.001545041799545288,B004XFWZ4M
toptee_q03_s02,toptee_q03,paraphrase,toptee,B00BF6VD2M,B00COYDU9I,0.3437518775463104,0.018162041902542114,B00807SPDE
toptee_q03_s03,toptee_q03,identity,toptee,B00BF6VD2M,B00COYDU9I,0.2624961733818054,0.008117377758026123,B008LZL9EW
toptee_q03_s04,toptee_q03,contradiction,toptee,B00BF6VD2M,B00COYDU9I,0.2895928919315338,0.00343438982963562,B00A8I08CO
toptee_q03_s05,toptee_q03,ood,toptee,B00BF6VD2M,B00COYDU9I,0.25806158781051636,0.019795551896095276,B0072D9J7S
toptee_q03_s06,toptee_q03,unsatisfiable,toptee,B00BF6VD2M,B00COYDU9I,0.3043198585510254,0.0077780187129974365,B00BWI7CT6
toptee_q04_s01,toptee_q04,in_domain,toptee,B00A3QE0QQ,B00BZQZLF2,0.36290115118026733,0.03509104251861572,B00BTN2RIU
toptee_q04_s02,toptee_q04,paraphrase,toptee,B00A3QE0QQ,B00BZQZLF2,0.33218973875045776,0.003811776638031006,B00BFRGU4W
toptee_q04_s03,toptee_q04,identity,toptee,B00A3QE0QQ,B00BZQZLF2,0.2515627443790436,0.00036397576332092285,B00E9OXH4Y
toptee_q04_s04,toptee_q04,contradiction,toptee,B00A3QE0QQ,B00BZQZLF2,0.23948729038238525,0.020495623350143433,B005EE3GN0
toptee_q04_s05,toptee_q04,ood,toptee,B00A3QE0QQ,B00BZQZLF2,0.30080991983413696,0.012043893337249756,B008N1YLMG
toptee_q04_s06,toptee_q04,unsatisfiable,toptee,B00A3QE0QQ,B00BZQZLF2,0.28220897912979126,0.025144517421722412,B004LWZMHO
toptee_q05_s01,toptee_q05,in_domain,toptee,B007TLO9D2,B008QYK7UK,0.3606095314025879,0.0066111087799072266,B0018MRUVG
toptee_q05_s02,toptee_q05,paraphrase,toptee,B007TLO9D2,B008QYK7UK,0.3647971451282501,0.0037939250469207764,B0018MRUVG
toptee_q05_s03,toptee_q05,identity,toptee,B007TLO9D2,B008QYK7UK,0.3006371855735779,0.028434544801712036,B007UJVK8A
toptee_q05_s04,toptee_q05,contradiction,toptee,B007TLO9D2,B008QYK7UK,0.2990778386592865,0.019773870706558228,B00BKBCQ28
toptee_q05_s05,toptee_q05,ood,toptee,B007TLO9D2,B008QYK7UK,0.27318519353866577,0.002145707607269287,B002OTJUUG
toptee_q05_s06,toptee_q05,unsatisfiable,toptee,B007TLO9D2,B008QYK7UK,0.2807413339614868,0.01850152015686035,B00DH4BBFY
toptee_q06_s01,toptee_q06,in_domain,toptee,B004U8FZE4,B00DV1FBTK,0.3309864103794098,0.03171965479850769,B0095RDYAW
toptee_q06_s02,toptee_q06,paraphrase,toptee,B004U8FZE4,B00DV1FBTK,0.3243587017059326,0.021069347858428955,B0095RDYAW
toptee_q06_s03,toptee_q06,identity,toptee,B004U8FZE4,B00DV1FBTK,0.2954898774623871,0.0015880465507507324,B00BHKVJYS
toptee_q06_s04,toptee_q06,contradiction,toptee,B004U8FZE4,B00DV1FBTK,0.29781901836395264,0.008915334939956665,B009WXBXBQ
toptee_q06_s05,toptee_q06,ood,toptee,B004U8FZE4,B00DV1FBTK,0.26531291007995605,0.005469381809234619,B00EB5QEIC
toptee_q06_s06,toptee_q06,unsatisfiable,toptee,B004U8FZE4,B00DV1FBTK,0.296059787273407,0.0016651749610900879,B009WXBXBQ
toptee_q07_s01,toptee_q07,in_domain,toptee,B00C85FTH4,B007S9U9SE,0.31908953189849854,0.03488945960998535,B0051KWYVW
toptee_q07_s02,toptee_q07,paraphrase,toptee,B00C85FTH4,B007S9U9SE,0.290702223777771,0.027911484241485596,B004HO6MI4
toptee_q07_s03,toptee_q07,identity,toptee,B00C85FTH4,B007S9U9SE,0.26442840695381165,0.02837221324443817,B0089XPCZI
toptee_q07_s04,toptee_q07,contradiction,toptee,B00C85FTH4,B007S9U9SE,0.25506100058555603,0.005670219659805298,B003RWSXPW
toptee_q07_s05,toptee_q07,ood,toptee,B00C85FTH4,B007S9U9SE,0.2762032449245453,0.019748002290725708,B00B1VGOG6
