prompt_id,probe_id,scenario,category,query_index,query_id,target_id,original_caption,prompt,expected_behavior,rank,image_id,score,image_path,is_original_target,top1_score,top1_top2_margin,contact_sheet
shirt_q01_s01,shirt_q01,in_domain,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,is gray colored with green and yellow design [SEP] Is grey in color,Retrieve garments that satisfy the original FashionIQ modification.,1,B004G71M28,0.35157787799835205,data/fashioniq/images/B004G71M28.jpg,0,0.35157787799835205,0.0032287538051605225,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s01,shirt_q01,in_domain,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,is gray colored with green and yellow design [SEP] Is grey in color,Retrieve garments that satisfy the original FashionIQ modification.,2,B00DAX9LYA,0.34834912419319153,data/fashioniq/images/B00DAX9LYA.jpg,0,0.35157787799835205,0.0032287538051605225,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s01,shirt_q01,in_domain,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,is gray colored with green and yellow design [SEP] Is grey in color,Retrieve garments that satisfy the original FashionIQ modification.,3,B008400YLS,0.34430819749832153,data/fashioniq/images/B008400YLS.jpg,0,0.35157787799835205,0.0032287538051605225,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s01,shirt_q01,in_domain,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,is gray colored with green and yellow design [SEP] Is grey in color,Retrieve garments that satisfy the original FashionIQ modification.,4,B00AYSTPXQ,0.32433775067329407,data/fashioniq/images/B00AYSTPXQ.jpg,0,0.35157787799835205,0.0032287538051605225,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s01,shirt_q01,in_domain,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,is gray colored with green and yellow design [SEP] Is grey in color,Retrieve garments that satisfy the original FashionIQ modification.,5,B004T6PKTW,0.3143081068992615,data/fashioniq/images/B004T6PKTW.jpg,0,0.35157787799835205,0.0032287538051605225,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s02,shirt_q01,paraphrase,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,"Apply these requested changes: is gray colored with green and yellow design; also, Is grey in color.",Remain close to the in-domain result under a meaning-preserving template change.,1,B004G71M28,0.3352622389793396,data/fashioniq/images/B004G71M28.jpg,0,0.3352622389793396,0.01943141222000122,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s02,shirt_q01,paraphrase,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,"Apply these requested changes: is gray colored with green and yellow design; also, Is grey in color.",Remain close to the in-domain result under a meaning-preserving template change.,2,B002RCLYEK,0.3158308267593384,data/fashioniq/images/B002RCLYEK.jpg,0,0.3352622389793396,0.01943141222000122,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s02,shirt_q01,paraphrase,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,"Apply these requested changes: is gray colored with green and yellow design; also, Is grey in color.",Remain close to the in-domain result under a meaning-preserving template change.,3,B00DAX9LYA,0.30849266052246094,data/fashioniq/images/B00DAX9LYA.jpg,0,0.3352622389793396,0.01943141222000122,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s02,shirt_q01,paraphrase,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,"Apply these requested changes: is gray colored with green and yellow design; also, Is grey in color.",Remain close to the in-domain result under a meaning-preserving template change.,4,B008400YLS,0.2940320670604706,data/fashioniq/images/B008400YLS.jpg,0,0.3352622389793396,0.01943141222000122,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
shirt_q01_s02,shirt_q01,paraphrase,shirt,1746,B003JY6WY2,B004JHRX5A,is gray colored with green and yellow design [SEP] Is grey in color,"Apply these requested changes: is gray colored with green and yellow design; also, Is grey in color.",Remain close to the in-domain result under a meaning-preserving template change.,5,B004T6PKTW,0.2836555242538452,data/fashioniq/images/B004T6PKTW.jpg,0,0.3352622389793396,0.01943141222000122,outputs/hallucination/shirt/contact_sheets/shirt_q01.jpg
